date,rides,prcp,snow,snwd,tmin,tmid,tmax,holiday
2019-05-15,74307,0.01,0.0,0.0,44,56.5,69,False
2019-05-16,77878,0.12,0.0,0.0,52,62.5,73,False
2019-05-17,72112,0.03,0.0,0.0,60,68.0,76,False
2019-05-18,73143,0.0,0.0,0.0,56,65.5,75,False
2019-05-19,69920,0.06,0.0,0.0,60,68.0,76,False
2019-05-20,74489,0.0,0.0,0.0,66,75.5,85,False
2019-05-21,79254,0.0,0.0,0.0,56,63.5,71,False
2019-05-22,82007,0.0,0.0,0.0,54,64.0,74,False
2019-05-23,56575,0.48,0.0,0.0,55,63.5,72,False
2019-05-24,74857,0.0,0.0,0.0,61,67.0,73,False
2019-05-25,59492,0.0,0.0,0.0,55,63.0,71,False
2019-05-26,49950,0.2,0.0,0.0,59,72.5,86,False
2019-05-27,66595,0.0,0.0,0.0,64,72.0,80,True
2019-05-28,59432,0.17,0.0,0.0,62,66.5,71,False
2019-05-29,55089,0.8,0.0,0.0,56,63.0,70,False
2019-05-30,52481,0.95,0.0,0.0,57,63.5,70,False
2019-05-31,83347,0.0,0.0,0.0,63,71.5,80,False
2019-06-01,76419,0.0,0.0,0.0,63,71.5,80,False
2019-06-02,67298,0.86,0.0,0.0,61,71.0,81,False
2019-06-03,77694,0.0,0.0,0.0,58,64.0,70,False
2019-06-04,83299,0.0,0.0,0.0,54,62.0,70,False
2019-06-05,78805,0.0,0.0,0.0,64,72.5,81,False
2019-06-06,81356,0.04,0.0,0.0,68,75.5,83,False
2019-06-07,82950,0.0,0.0,0.0,66,73.5,81,False
2019-06-08,78096,0.0,0.0,0.0,63,72.0,81,False
2019-06-09,73972,0.0,0.0,0.0,60,69.0,78,False
2019-06-10,37024,0.62,0.0,0.0,60,65.0,70,False
2019-06-11,78052,0.45,0.0,0.0,63,70.0,77,False
2019-06-12,85042,0.0,0.0,0.0,59,66.5,74,False
2019-06-13,49195,0.6,0.0,0.0,55,60.0,65,False
2019-06-14,80613,0.0,0.0,0.0,58,65.5,73,False
2019-06-15,73899,0.0,0.0,0.0,60,70.5,81,False
2019-06-16,55523,0.04,0.0,0.0,65,72.5,80,False
2019-06-17,72530,0.0,0.0,0.0,69,72.5,76,False
2019-06-18,36402,0.79,0.0,0.0,67,70.0,73,False
2019-06-19,63674,0.11,0.0,0.0,66,68.5,71,False
2019-06-20,59926,0.42,0.0,0.0,65,71.5,78,False
2019-06-21,65686,0.53,0.0,0.0,65,71.0,77,False
2019-06-22,76612,0.0,0.0,0.0,61,70.0,79,False
2019-06-23,75546,0.0,0.0,0.0,64,73.5,83,False
2019-06-24,80028,0.0,0.0,0.0,67,75.5,84,False
2019-06-25,65885,0.86,0.0,0.0,72,78.0,84,False
2019-06-26,83301,0.0,0.0,0.0,72,79.5,87,False
2019-06-27,81577,0.0,0.0,0.0,71,80.0,89,False
2019-06-28,78682,0.0,0.0,0.0,73,81.0,89,False
2019-06-29,62714,0.08,0.0,0.0,72,81.5,91,False
2019-06-30,63570,0.06,0.0,0.0,69,76.0,83,False
