date,days_since_jan0117,month,day_of_week,holiday,prcp,snow,snwd,tmax,rides
2018-05-08,492,May,Tue,FALSE,0,0,0,74,74313
2018-05-09,493,May,Wed,FALSE,0,0,0,77,78458
2018-05-10,494,May,Thu,FALSE,0.25,0,0,66,67455
2018-05-11,495,May,Fri,FALSE,0,0,0,73,75266
2018-05-12,496,May,Sat,FALSE,0.22,0,0,63,34535
2018-05-13,497,May,Sun,FALSE,0.1,0,0,54,25986
2018-05-14,498,May,Mon,FALSE,0.03,0,0,71,64729
2018-05-16,500,May,Wed,FALSE,0.34,0,0,64,32766
2018-05-17,501,May,Thu,FALSE,0.22,0,0,71,49789
2018-05-18,502,May,Fri,FALSE,0,0,0,67,63113
2018-05-19,503,May,Sat,FALSE,0.65,0,0,56,18026
2018-05-21,505,May,Mon,FALSE,0,0,0,79,71220
2018-05-22,506,May,Tue,FALSE,0.29,0,0,68,48508
2018-05-23,507,May,Wed,FALSE,0.29,0,0,81,72655
2018-05-24,508,May,Thu,FALSE,0,0,0,83,74810
2018-05-25,509,May,Fri,FALSE,0,0,0,86,69345
2018-05-26,510,May,Sat,FALSE,0,0,0,89,51597
2018-05-27,511,May,Sun,FALSE,0.44,0,0,80,25814
2018-05-28,512,May,Mon,TRUE,0,0,0,69,49043
2018-05-29,513,May,Tue,FALSE,0,0,0,89,69090
2018-05-31,515,May,Thu,FALSE,0.1,0,0,68,55794
2018-06-01,516,Jun,Fri,FALSE,0.27,0,0,81,62877
2018-06-02,517,Jun,Sat,FALSE,0.08,0,0,87,60293
2018-06-03,518,Jun,Sun,FALSE,0.25,0,0,66,50045
2018-06-04,519,Jun,Mon,FALSE,0.16,0,0,71,58913
2018-06-05,520,Jun,Tue,FALSE,0,0,0,75,71912
2018-06-07,522,Jun,Thu,FALSE,0,0,0,71,70483
2018-06-08,523,Jun,Fri,FALSE,0,0,0,82,72711
2018-06-09,524,Jun,Sat,FALSE,0,0,0,83,65250
2018-06-10,525,Jun,Sun,FALSE,0.01,0,0,73,41642
2018-06-11,526,Jun,Mon,FALSE,0,0,0,73,68078
2018-06-13,528,Jun,Wed,FALSE,0.04,0,0,78,64292
2018-06-14,529,Jun,Thu,FALSE,0,0,0,84,75807
2018-06-15,530,Jun,Fri,FALSE,0,0,0,76,72422
2018-06-17,532,Jun,Sun,FALSE,0,0,0,91,56228
2018-06-18,533,Jun,Mon,FALSE,0.08,0,0,91,63557
2018-06-19,534,Jun,Tue,FALSE,0.07,0,0,88,72170
2018-06-20,535,Jun,Wed,FALSE,0.09,0,0,83,74090
2018-06-21,536,Jun,Thu,FALSE,0.59,0,0,83,70052
2018-06-22,537,Jun,Fri,FALSE,0.1,0,0,75,71086
2018-06-23,538,Jun,Sat,FALSE,0,0,0,66,51031
2018-06-24,539,Jun,Sun,FALSE,0,0,0,84,55775
2018-06-26,541,Jun,Tue,FALSE,0,0,0,78,80651
2018-06-27,542,Jun,Wed,FALSE,0.01,0,0,73,67698
2018-06-28,543,Jun,Thu,FALSE,1.36,0,0,83,50433
2018-06-29,544,Jun,Fri,FALSE,0,0,0,89,69864
2018-06-30,545,Jun,Sat,FALSE,0,0,0,93,54723
2018-07-01,546,Jul,Sun,FALSE,0,0,0,96,45266
2018-07-02,547,Jul,Mon,FALSE,0,0,0,95,58635
2018-07-03,548,Jul,Tue,FALSE,0.01,0,0,92,54884
2018-07-06,551,Jul,Fri,FALSE,0.23,0,0,80,49507
2018-07-07,552,Jul,Sat,FALSE,0,0,0,78,60918
2018-07-11,556,Jul,Wed,FALSE,0,0,0,88,73018
2018-07-12,557,Jul,Thu,FALSE,0.71,0,0,84,74860
2018-07-13,558,Jul,Fri,FALSE,0,0,0,84,72121
2018-07-14,559,Jul,Sat,FALSE,0.36,0,0,88,62565
2018-07-15,560,Jul,Sun,FALSE,0.64,0,0,83,52295
2018-07-17,562,Jul,Tue,FALSE,2.24,0,0,88,48497
2018-07-18,563,Jul,Wed,FALSE,0,0,0,85,75708
2018-07-19,564,Jul,Thu,FALSE,0,0,0,83,77993
2018-07-20,565,Jul,Fri,FALSE,0,0,0,82,74542
2018-07-21,566,Jul,Sat,FALSE,0.63,0,0,79,53655
2018-07-24,569,Jul,Tue,FALSE,0.02,0,0,82,69755
2018-07-25,570,Jul,Wed,FALSE,0.73,0,0,77,42990
2018-07-26,571,Jul,Thu,FALSE,0.03,0,0,85,71046
2018-07-27,572,Jul,Fri,FALSE,0.25,0,0,86,49221
2018-07-29,574,Jul,Sun,FALSE,0,0,0,82,63480
2018-08-01,577,Aug,Wed,FALSE,0.1,0,0,84,64462
2018-08-02,578,Aug,Thu,FALSE,0.51,0,0,86,69705
2018-08-03,579,Aug,Fri,FALSE,0.24,0,0,85,61958
2018-08-05,581,Aug,Sun,FALSE,0,0,0,91,58381
2018-08-06,582,Aug,Mon,FALSE,0,0,0,92,65677
2018-08-07,583,Aug,Tue,FALSE,0.05,0,0,90,64346
2018-08-08,584,Aug,Wed,FALSE,0,0,0,90,70573
2018-08-09,585,Aug,Thu,FALSE,0.61,0,0,86,71942
2018-08-10,586,Aug,Fri,FALSE,0,0,0,86,69599
2018-08-11,587,Aug,Sat,FALSE,2.9,0,0,80,36607
2018-08-12,588,Aug,Sun,FALSE,0,0,0,84,59835
2018-08-13,589,Aug,Mon,FALSE,0.66,0,0,75,44251
2018-08-14,590,Aug,Tue,FALSE,0.79,0,0,82,63686
2018-08-15,591,Aug,Wed,FALSE,0,0,0,86,73112
2018-08-16,592,Aug,Thu,FALSE,0,0,0,88,70806
2018-08-18,594,Aug,Sat,FALSE,0.07,0,0,85,57278
2018-08-19,595,Aug,Sun,FALSE,0.02,0,0,72,45870
2018-08-20,596,Aug,Mon,FALSE,0,0,0,74,67565
2018-08-21,597,Aug,Tue,FALSE,0.11,0,0,79,75184
2018-08-22,598,Aug,Wed,FALSE,0.72,0,0,82,72602
2018-08-23,599,Aug,Thu,FALSE,0,0,0,77,73828
2018-08-24,600,Aug,Fri,FALSE,0,0,0,82,72880
2018-08-25,601,Aug,Sat,FALSE,0,0,0,80,64685
2018-08-26,602,Aug,Sun,FALSE,0,0,0,83,60953
2018-08-27,603,Aug,Mon,FALSE,0,0,0,88,67622
2018-08-28,604,Aug,Tue,FALSE,0,0,0,94,66609
2018-08-30,606,Aug,Thu,FALSE,0,0,0,90,67877
2018-08-31,607,Aug,Fri,FALSE,0.03,0,0,78,58894
2018-09-01,608,Sep,Sat,FALSE,0,0,0,78,54323
2018-09-02,609,Sep,Sun,FALSE,0,0,0,81,60812
2018-09-04,611,Sep,Tue,FALSE,0,0,0,92,68628
2018-09-05,612,Sep,Wed,FALSE,0,0,0,89,74963
2018-09-06,613,Sep,Thu,FALSE,0.36,0,0,93,70244
2018-09-07,614,Sep,Fri,FALSE,0,0,0,75,74582
2018-09-08,615,Sep,Sat,FALSE,0.02,0,0,71,58286
2018-09-09,616,Sep,Sun,FALSE,0.45,0,0,62,19950
2018-09-10,617,Sep,Mon,FALSE,0.93,0,0,64,23944
2018-09-11,618,Sep,Tue,FALSE,0.02,0,0,74,66536
2018-09-12,619,Sep,Wed,FALSE,0.15,0,0,77,53216
2018-09-14,621,Sep,Fri,FALSE,0,0,0,75,74320
2018-09-15,622,Sep,Sat,FALSE,0,0,0,80,71190
2018-09-16,623,Sep,Sun,FALSE,0,0,0,84,69526
2018-09-17,624,Sep,Mon,FALSE,0.01,0,0,79,71330
2018-09-18,625,Sep,Tue,FALSE,1.19,0,0,79,53069
2018-09-19,626,Sep,Wed,FALSE,0,0,0,81,74360
2018-09-21,628,Sep,Fri,FALSE,0,0,0,72,74934
2018-09-22,629,Sep,Sat,FALSE,0,0,0,74,69130
2018-09-23,630,Sep,Sun,FALSE,0,0,0,66,55493
2018-09-25,632,Sep,Tue,FALSE,1.95,0,0,73,25421
2018-09-26,633,Sep,Wed,FALSE,0.21,0,0,82,67994
2018-09-27,634,Sep,Thu,FALSE,0,0,0,72,75358
2018-09-29,636,Sep,Sat,FALSE,0,0,0,72,69327
2018-09-30,637,Sep,Sun,FALSE,0,0,0,70,66233
2018-10-01,638,Oct,Mon,FALSE,0,0,0,76,71378
2018-10-03,640,Oct,Wed,FALSE,0,0,0,74,76757
2018-10-04,641,Oct,Thu,FALSE,0.04,0,0,76,70657
2018-10-05,642,Oct,Fri,FALSE,0,0,0,71,74515
2018-10-06,643,Oct,Sat,FALSE,0,0,0,68,57311
2018-10-07,644,Oct,Sun,FALSE,0,0,0,79,60525
2018-10-08,645,Oct,Mon,TRUE,0,0,0,74,57889
2018-10-09,646,Oct,Tue,FALSE,0,0,0,77,73713
2018-10-10,647,Oct,Wed,FALSE,0,0,0,80,76756
2018-10-12,649,Oct,Fri,FALSE,0.43,0,0,68,67009
2018-10-14,651,Oct,Sun,FALSE,0,0,0,58,53824
2018-10-15,652,Oct,Mon,FALSE,0.05,0,0,68,58399
2018-10-16,653,Oct,Tue,FALSE,0.01,0,0,60,65751
2018-10-17,654,Oct,Wed,FALSE,0,0,0,61,66902
2018-10-18,655,Oct,Thu,FALSE,0,0,0,50,60825
2018-10-19,656,Oct,Fri,FALSE,0,0,0,60,63988
2018-10-20,657,Oct,Sat,FALSE,0.06,0,0,62,55763
2018-10-21,658,Oct,Sun,FALSE,0,0,0,51,38760
2018-10-23,660,Oct,Tue,FALSE,0,0,0,63,67210
2018-10-24,661,Oct,Wed,FALSE,0,0,0,54,63306
2018-10-25,662,Oct,Thu,FALSE,0,0,0,51,60762
2018-10-26,663,Oct,Fri,FALSE,0,0,0,50,59134
2018-10-28,665,Oct,Sun,FALSE,0.07,0,0,52,42098
2018-10-29,666,Oct,Mon,FALSE,0.03,0,0,56,59205
2018-10-30,667,Oct,Tue,FALSE,0,0,0,55,64653
2018-10-31,668,Oct,Wed,FALSE,0,0,0,64,67488
2018-11-01,669,Nov,Thu,FALSE,0,0,0,70,73175
2018-11-02,670,Nov,Fri,FALSE,0.22,0,0,72,62925
2018-11-04,672,Nov,Sun,FALSE,0,0,0,55,50230
2018-11-06,674,Nov,Tue,FALSE,0.68,0,0,59,39672
2018-11-07,675,Nov,Wed,FALSE,0,0,0,62,67031
2018-11-08,676,Nov,Thu,FALSE,0,0,0,56,63476
2018-11-10,678,Nov,Sat,FALSE,0.03,0,0,50,37464
2018-11-12,680,Nov,Mon,TRUE,0.04,0,0,49,50568
2018-11-14,682,Nov,Wed,FALSE,0,0,0,43,48923
2018-11-15,683,Nov,Thu,FALSE,1.16,6.4,0,40,24738
2018-11-16,684,Nov,Fri,FALSE,0.31,0,3.9,45,34171
2018-11-17,685,Nov,Sat,FALSE,0,0,2,47,37773
2018-11-19,687,Nov,Mon,FALSE,0,0,0,50,53950
2018-11-20,688,Nov,Tue,FALSE,0,0,0,47,51177
2018-11-21,689,Nov,Wed,FALSE,0,0,0,44,39930
2018-11-22,690,Nov,Thu,TRUE,0,0,0,28,8718
2018-11-23,691,Nov,Fri,FALSE,0,0,0,32,15931
2018-11-24,692,Nov,Sat,FALSE,0.97,0,0,49,19859
2018-11-26,694,Nov,Mon,FALSE,0.85,0,0,53,28819
2018-11-27,695,Nov,Tue,FALSE,0.03,0,0,45,49201
2018-11-28,696,Nov,Wed,FALSE,0,0,0,42,47662
2018-11-29,697,Nov,Thu,FALSE,0,0,0,46,50644
2018-11-30,698,Nov,Fri,FALSE,0.02,0,0,43,45389
2018-12-01,699,Dec,Sat,FALSE,0.05,0,0,46,37561
2018-12-02,700,Dec,Sun,FALSE,0.59,0,0,56,18203
2018-12-03,701,Dec,Mon,FALSE,0,0,0,55,53153
2018-12-04,702,Dec,Tue,FALSE,0,0,0,46,48285
2018-12-05,703,Dec,Wed,FALSE,0,0,0,37,46036
2018-12-06,704,Dec,Thu,FALSE,0,0,0,40,45867
2018-12-07,705,Dec,Fri,FALSE,0,0,0,39,43270
2018-12-08,706,Dec,Sat,FALSE,0,0,0,36,29555
2018-12-09,707,Dec,Sun,FALSE,0,0,0,36,27224
2018-12-10,708,Dec,Mon,FALSE,0,0,0,39,42726
2018-12-11,709,Dec,Tue,FALSE,0,0,0,41,46610
2018-12-12,710,Dec,Wed,FALSE,0,0,0,41,47036
2018-12-14,712,Dec,Fri,FALSE,0.1,0,0,51,44190
2018-12-15,713,Dec,Sat,FALSE,0.14,0,0,52,35981
2018-12-16,714,Dec,Sun,FALSE,1.43,0,0,46,9746
2018-12-17,715,Dec,Mon,FALSE,0.03,0,0,46,44694
2018-12-19,717,Dec,Wed,FALSE,0,0,0,42,43464
2018-12-20,718,Dec,Thu,FALSE,0.22,0,0,47,33580
2018-12-21,719,Dec,Fri,FALSE,1.61,0,0,61,23696
2018-12-22,720,Dec,Sat,FALSE,0.02,0,0,54,24628
2018-12-23,721,Dec,Sun,FALSE,0,0,0,43,21995
2018-12-24,722,Dec,Mon,FALSE,0.12,0,0,43,18741
2018-12-25,723,Dec,Tue,TRUE,0,0,0,40,11084
2018-12-26,724,Dec,Wed,FALSE,0,0,0,43,25145
2018-12-27,725,Dec,Thu,FALSE,0,0,0,44,30879
2018-12-28,726,Dec,Fri,FALSE,1.15,0,0,60,11921
2018-12-29,727,Dec,Sat,FALSE,0,0,0,57,28788
2018-12-30,728,Dec,Sun,FALSE,0,0,0,40,22329
2018-12-31,729,Dec,Mon,FALSE,1.02,0,0,48,18763
2019-01-01,730,Jan,Tue,TRUE,0.06,0,0,58,21962
2019-01-02,731,Jan,Wed,FALSE,0,0,0,40,37797
2019-01-03,732,Jan,Thu,FALSE,0,0,0,44,41676
2019-01-04,733,Jan,Fri,FALSE,0,0,0,47,43922
2019-01-05,734,Jan,Sat,FALSE,0.5,0,0,47,17432
2019-01-06,735,Jan,Sun,FALSE,0,0,0,49,31451
2019-01-07,736,Jan,Mon,FALSE,0,0,0,34,36486
2019-01-09,738,Jan,Wed,FALSE,0.06,0,0,45,44338
2019-01-10,739,Jan,Thu,FALSE,0,0,0,34,38971
2019-01-11,740,Jan,Fri,FALSE,0,0,0,30,32805
2019-01-12,741,Jan,Sat,FALSE,0,0,0,34,25131
2019-01-14,743,Jan,Mon,FALSE,0,0,0,32,34970
2019-01-15,744,Jan,Tue,FALSE,0,0,0,36,39068
2019-01-16,745,Jan,Wed,FALSE,0,0,0,39,40349
2019-01-17,746,Jan,Thu,FALSE,0,0,0,33,38956
2019-01-18,747,Jan,Fri,FALSE,0.05,0.5,1.2,39,34227
2019-01-19,748,Jan,Sat,FALSE,0.29,0.2,0,37,23748
2019-01-20,749,Jan,Sun,FALSE,0.88,0,0,42,14249
2019-01-21,750,Jan,Mon,TRUE,0,0,0,14,10291
2019-01-22,751,Jan,Tue,FALSE,0,0,0,31,28562
2019-01-23,752,Jan,Wed,FALSE,0,0,0,52,41483
2019-01-25,754,Jan,Fri,FALSE,0,0,0,40,38813
2019-01-26,755,Jan,Sat,FALSE,0,0,0,35,26298
2019-01-27,756,Jan,Sun,FALSE,0,0,0,49,30021
2019-01-28,757,Jan,Mon,FALSE,0,0,0,38,35584
2019-01-29,758,Jan,Tue,FALSE,0.23,0,0,43,30928
2019-01-30,759,Jan,Wed,FALSE,0.01,0.4,0,35,25142
2019-01-31,760,Jan,Thu,FALSE,0,0,0,16,18631
2019-02-01,761,Feb,Fri,FALSE,0,0,0,21,24982
2019-02-02,762,Feb,Sat,FALSE,0,0,0,34,22002
2019-02-03,763,Feb,Sun,FALSE,0,0,0,53,31934
2019-02-04,764,Feb,Mon,FALSE,0,0,0,61,46376
2019-02-05,765,Feb,Tue,FALSE,0,0,0,65,54161
2019-02-06,766,Feb,Wed,FALSE,0.45,0,0,46,39215
2019-02-07,767,Feb,Thu,FALSE,0.07,0,0,44,43177
2019-02-08,768,Feb,Fri,FALSE,0.37,0,0,55,36454
2019-02-09,769,Feb,Sat,FALSE,0,0,0,32,23765
2019-02-10,770,Feb,Sun,FALSE,0,0,0,35,24131
2019-02-11,771,Feb,Mon,FALSE,0,0,0,38,38636
2019-02-12,772,Feb,Tue,FALSE,0.75,1.2,0,36,15854
2019-02-13,773,Feb,Wed,FALSE,0.08,0,1.2,41,34941
2019-02-14,774,Feb,Thu,FALSE,0,0,0,46,41650
2019-02-15,775,Feb,Fri,FALSE,0,0,0,59,46863
2019-02-16,776,Feb,Sat,FALSE,0,0,0,47,31034
2019-02-18,778,Feb,Mon,TRUE,0.09,0,0,42,25827
2019-02-19,779,Feb,Tue,FALSE,0,0,0,36,34676
2019-02-20,780,Feb,Wed,FALSE,0.57,1.3,0,33,20426
2019-02-21,781,Feb,Thu,FALSE,0.1,0,1.2,52,39499
2019-02-22,782,Feb,Fri,FALSE,0,0,0,44,41794
2019-02-23,783,Feb,Sat,FALSE,0.01,0,0,42,31608
2019-02-24,784,Feb,Sun,FALSE,0.58,0,0,47,24272
2019-02-25,785,Feb,Mon,FALSE,0,0,0,43,34216
2019-02-26,786,Feb,Tue,FALSE,0,0,0,36,37516
2019-02-27,787,Feb,Wed,FALSE,0,0,0,31,36475
2019-02-28,788,Feb,Thu,FALSE,0.03,0.1,0,37,38223
2019-03-01,789,Mar,Fri,FALSE,0.11,1.4,1.2,35,30233
2019-03-02,790,Mar,Sat,FALSE,0.53,4,3.9,41,18001
2019-03-03,791,Mar,Sun,FALSE,0.52,3,1.2,42,23239
2019-03-04,792,Mar,Mon,FALSE,0.29,2,3.9,38,28421
2019-03-05,793,Mar,Tue,FALSE,0,0,2,32,37097
2019-03-06,794,Mar,Wed,FALSE,0,0,1.2,26,33279
2019-03-07,795,Mar,Thu,FALSE,0,0,1.2,32,35907
2019-03-08,796,Mar,Fri,FALSE,0,0,0,39,40406
2019-03-09,797,Mar,Sat,FALSE,0,0,0,49,38928
2019-03-10,798,Mar,Sun,FALSE,0.54,0,0,43,18897
2019-03-11,799,Mar,Mon,FALSE,0,0,0,53,52413
2019-03-13,801,Mar,Wed,FALSE,0,0,0,49,50120
2019-03-14,802,Mar,Thu,FALSE,0,0,0,57,57466
2019-03-15,803,Mar,Fri,FALSE,0.39,0,0,75,57506
2019-03-16,804,Mar,Sat,FALSE,0,0,0,58,42138
2019-03-17,805,Mar,Sun,FALSE,0,0,0,45,36824
2019-03-18,806,Mar,Mon,FALSE,0,0,0,46,46532
2019-03-19,807,Mar,Tue,FALSE,0,0,0,51,52981
2019-03-20,808,Mar,Wed,FALSE,0,0,0,53,55379
2019-03-21,809,Mar,Thu,FALSE,0.75,0,0,46,21238
2019-03-22,810,Mar,Fri,FALSE,0.68,0,0,49,35463
2019-03-24,812,Mar,Sun,FALSE,0,0,0,60,50312
2019-03-25,813,Mar,Mon,FALSE,0,0,0,56,53451
2019-03-26,814,Mar,Tue,FALSE,0,0,0,49,55414
2019-03-27,815,Mar,Wed,FALSE,0,0,0,47,54473
2019-03-28,816,Mar,Thu,FALSE,0,0,0,53,58529
2019-03-29,817,Mar,Fri,FALSE,0,0,0,59,59307
2019-03-30,818,Mar,Sat,FALSE,0,0,0,70,66662
2019-04-01,820,Apr,Mon,FALSE,0,0,0,46,51391
2019-04-03,822,Apr,Wed,FALSE,0,0,0,67,67911
2019-04-05,824,Apr,Fri,FALSE,0.2,0,0,45,34459
2019-04-06,825,Apr,Sat,FALSE,0,0,0,68,66529
2019-04-07,826,Apr,Sun,FALSE,0,0,0,66,64709
2019-04-08,827,Apr,Mon,FALSE,0.26,0,0,79,70500
2019-04-09,828,Apr,Tue,FALSE,0.03,0,0,51,59327
2019-04-10,829,Apr,Wed,FALSE,0,0,0,60,70977
2019-04-12,831,Apr,Fri,FALSE,0.63,0,0,68,57998
2019-04-13,832,Apr,Sat,FALSE,0.24,0,0,77,71492
2019-04-14,833,Apr,Sun,FALSE,0.01,0,0,73,58470
2019-04-17,836,Apr,Wed,FALSE,0.01,0,0,63,65238
2019-04-18,837,Apr,Thu,FALSE,0,0,0,62,61555
2019-04-19,838,Apr,Fri,FALSE,0.01,0,0,80,64933
2019-04-20,839,Apr,Sat,FALSE,0.7,0,0,64,36784
2019-04-21,840,Apr,Sun,FALSE,0,0,0,66,51865
2019-04-22,841,Apr,Mon,FALSE,0.24,0,0,64,44109
2019-04-24,843,Apr,Wed,FALSE,0,0,0,69,77723
2019-04-25,844,Apr,Thu,FALSE,0.02,0,0,66,60821
2019-04-26,845,Apr,Fri,FALSE,1.03,0,0,59,37115
2019-04-27,846,Apr,Sat,FALSE,0.07,0,0,58,56434
2019-04-28,847,Apr,Sun,FALSE,0.01,0,0,53,41200
2019-04-29,848,Apr,Mon,FALSE,0.01,0,0,60,60789
2019-05-01,850,May,Wed,FALSE,0,0,0,56,60897
2019-05-03,852,May,Fri,FALSE,0.06,0,0,56,62405
2019-05-04,853,May,Sat,FALSE,0.11,0,0,71,56023
2019-05-05,854,May,Sun,FALSE,1.31,0,0,58,16169
2019-05-08,857,May,Wed,FALSE,0,0,0,71,76389
2019-05-09,858,May,Thu,FALSE,0,0,0,61,66681
2019-05-11,860,May,Sat,FALSE,0.04,0,0,69,69788
2019-05-14,863,May,Tue,FALSE,0.3,0,0,52,42780
2019-05-15,864,May,Wed,FALSE,0.01,0,0,69,74307
2019-05-16,865,May,Thu,FALSE,0.12,0,0,73,77878
2019-05-17,866,May,Fri,FALSE,0.03,0,0,76,72112
2019-05-18,867,May,Sat,FALSE,0,0,0,75,73143
2019-05-19,868,May,Sun,FALSE,0.06,0,0,76,69920
2019-05-20,869,May,Mon,FALSE,0,0,0,85,74489
2019-05-21,870,May,Tue,FALSE,0,0,0,71,79254
2019-05-22,871,May,Wed,FALSE,0,0,0,74,82007
2019-05-23,872,May,Thu,FALSE,0.48,0,0,72,56575
2019-05-24,873,May,Fri,FALSE,0,0,0,73,74857
2019-05-25,874,May,Sat,FALSE,0,0,0,71,59492
2019-05-27,876,May,Mon,TRUE,0,0,0,80,66595
2019-05-28,877,May,Tue,FALSE,0.17,0,0,71,59432
2019-05-29,878,May,Wed,FALSE,0.8,0,0,70,55089
2019-05-30,879,May,Thu,FALSE,0.95,0,0,70,52481
2019-06-01,881,Jun,Sat,FALSE,0,0,0,80,76419
2019-06-02,882,Jun,Sun,FALSE,0.86,0,0,81,67298
2019-06-03,883,Jun,Mon,FALSE,0,0,0,70,77694
2019-06-04,884,Jun,Tue,FALSE,0,0,0,70,83299
2019-06-05,885,Jun,Wed,FALSE,0,0,0,81,78805
2019-06-06,886,Jun,Thu,FALSE,0.04,0,0,83,81356
2019-06-07,887,Jun,Fri,FALSE,0,0,0,81,82950
2019-06-08,888,Jun,Sat,FALSE,0,0,0,81,78096
2019-06-09,889,Jun,Sun,FALSE,0,0,0,78,73972
2019-06-10,890,Jun,Mon,FALSE,0.62,0,0,70,37024
2019-06-11,891,Jun,Tue,FALSE,0.45,0,0,77,78052
2019-06-12,892,Jun,Wed,FALSE,0,0,0,74,85042
2019-06-13,893,Jun,Thu,FALSE,0.6,0,0,65,49195
2019-06-14,894,Jun,Fri,FALSE,0,0,0,73,80613
2019-06-15,895,Jun,Sat,FALSE,0,0,0,81,73899
2019-06-16,896,Jun,Sun,FALSE,0.04,0,0,80,55523
2019-06-17,897,Jun,Mon,FALSE,0,0,0,76,72530
2019-06-18,898,Jun,Tue,FALSE,0.79,0,0,73,36402
2019-06-19,899,Jun,Wed,FALSE,0.11,0,0,71,63674
2019-06-20,900,Jun,Thu,FALSE,0.42,0,0,78,59926
2019-06-22,902,Jun,Sat,FALSE,0,0,0,79,76612
2019-06-23,903,Jun,Sun,FALSE,0,0,0,83,75546
2019-06-24,904,Jun,Mon,FALSE,0,0,0,84,80028
2019-06-25,905,Jun,Tue,FALSE,0.86,0,0,84,65885
2019-06-26,906,Jun,Wed,FALSE,0,0,0,87,83301
2019-06-27,907,Jun,Thu,FALSE,0,0,0,89,81577
2019-06-28,908,Jun,Fri,FALSE,0,0,0,89,78682
2019-06-29,909,Jun,Sat,FALSE,0.08,0,0,91,62714
2019-06-30,910,Jun,Sun,FALSE,0.06,0,0,83,63570
